epoch,test_acc,train_loss_updated,test_loss
0.0,0.2755,2.1684589432818546,0.03219219652414322
1.0,0.3044,2.1697461887484497,0.03141758589744568
2.0,0.3741,2.0012479633802456,0.028779021668434143
3.0,0.4143,1.9629966512322428,0.026822348630428313
4.0,0.4296,1.9135851909317785,0.0261275758266449
5.0,0.4401,1.838371451748978,0.025068462467193603
6.0,0.4621,1.7808041570796858,0.02456819396018982
7.0,0.4791,1.6988309034567677,0.02324839906692505
8.0,0.4935,1.6443645459023253,0.022350079691410063
9.0,0.498,1.5921081693044734,0.02208243885040283
10.0,0.5127,1.556469055274058,0.0218054691195488
11.0,0.5135,1.5568435144655055,0.021466872596740724
12.0,0.5157,1.4931896333737922,0.02149628360271454
13.0,0.5373,1.4326220427384775,0.02047089607715607
14.0,0.5414,1.4447991784578853,0.02032355383634567
15.0,0.5382,1.4103273371101486,0.02033881633281708
16.0,0.5537,1.3336862646059937,0.01969204428792
17.0,0.5435,1.4073584962381225,0.02023376227617264
18.0,0.5634,1.325589980393471,0.01925779781937599
19.0,0.5619,1.300896825716786,0.019454684191942215
20.0,0.5649,1.2900669873969275,0.019224750769138335
21.0,0.5788,1.2152493464450038,0.018813747119903565
22.0,0.5625,1.2263056681092295,0.019744078803062438
23.0,0.5821,1.191057324687773,0.0187092507481575
24.0,0.5906,1.2101852026579545,0.018220967829227448
25.0,0.5912,1.1203229367135683,0.018367389059066774
26.0,0.5972,1.0982025161330105,0.017842819249629976
27.0,0.6109,1.1786969191927974,0.01740963113307953
28.0,0.6074,1.061414604595103,0.017375316345691682
29.0,0.6135,1.0095422513447592,0.017248150026798248
30.0,0.6108,1.0407256019656494,0.017468603944778442
31.0,0.6289,0.9325050302381679,0.016749443823099137
32.0,0.6244,0.9542031697890103,0.016866302502155303
33.0,0.6349,0.9448636125764874,0.016701530414819716
34.0,0.6395,0.9666017608402488,0.016654777818918227
35.0,0.6406,1.0270594751441031,0.016440171432495116
36.0,0.642,0.9240346552169374,0.01642913336157799
37.0,0.6312,0.8988206313024939,0.017137005800008775
38.0,0.6445,0.8424819966720123,0.016725783610343933
39.0,0.6448,0.9051941146656604,0.016516817224025725
40.0,0.6508,0.8093442052513031,0.016276611280441285
41.0,0.6377,0.9110566611529585,0.01671451671719551
42.0,0.6563,0.8390969057022998,0.016226547473669053
43.0,0.6573,0.8742826525727562,0.016178839564323425
44.0,0.6634,0.7788480198005008,0.016192814218997955
45.0,0.6561,0.844600963866244,0.016409849762916564
46.0,0.6614,0.7280577939618527,0.01614482676386833
47.0,0.6637,0.8035956811352096,0.015995245558023452
48.0,0.6602,0.6728212468195819,0.016312182652950286
49.0,0.6673,0.7229249977108427,0.016017667829990388
