epoch,test_acc,train_loss_updated,test_loss
0.0,0.0825,2.2226669058203696,0.036386020040512085
1.0,0.0989,2.2357983791828158,0.036707675695419315
2.0,0.1,2.23829590678215,0.03740872690677643
3.0,0.1,2.2406507468223573,0.03728141996860504
4.0,0.2045,2.2007634264230727,0.03466106355190277
5.0,0.1666,2.0438963355124,0.03520392415523529
6.0,0.1924,2.070535787343979,0.034936388182640075
7.0,0.2084,2.0325888475775717,0.03489112513065338
8.0,0.2426,2.011728953868151,0.03346193898916244
9.0,0.2358,1.9591039364039897,0.034254831635952
